Episode CumulativeRegret
1 0.113285
52632 1473.321315
105264 1877.924539
157895 2149.414887
210527 2348.732223
263158 2528.362663
315790 2681.236035
368421 2822.175796
421053 2945.909757
473684 3056.247776
526316 3164.139536
578947 3262.798251
631579 3362.515967
684210 3444.513613
736842 3536.096877
789473 3620.662494
842105 3688.942890
894736 3770.740858
947368 3830.090598
1000000 3913.258667
