Episode CumulativeRegret
1 0.113285
52632 1441.533317
105264 1830.817715
157895 2107.992407
210527 2313.652084
263158 2514.038868
315790 2661.164540
368421 2814.222725
421053 2955.844789
473684 3078.430016
526316 3174.470429
578947 3292.241748
631579 3395.898396
684210 3493.969145
736842 3584.171809
789473 3673.882077
842105 3740.381999
894736 3807.363585
947368 3875.927502
1000000 3932.897833
