Episode CumulativeRegret
1 0.002221
52632 1439.772834
105264 1841.382849
157895 2135.744194
210527 2370.610673
263158 2586.591063
315790 2774.711225
368421 2957.288450
421053 3124.977228
473684 3286.084629
526316 3444.673363
578947 3591.595838
631579 3725.568973
684210 3859.507830
736842 3994.276407
789473 4107.839510
842105 4217.511534
894736 4334.476660
947368 4448.230350
1000000 4562.092111
