Episode CumulativeRegret
1 0.113285
52632 1475.394233
105264 1877.913188
157895 2175.406430
210527 2413.404007
263158 2619.837502
315790 2811.639447
368421 2991.041047
421053 3161.027530
473684 3319.498293
526316 3469.587914
578947 3620.472321
631579 3758.503888
684210 3904.543917
736842 4041.000753
789473 4161.772267
842105 4288.281887
894736 4426.397086
947368 4545.435885
1000000 4653.865345
