Episode CumulativeRegret
1 0.113285
52632 1474.422387
105264 1885.249758
157895 2121.168542
210527 2322.591858
263158 2503.585388
315790 2656.538873
368421 2809.230229
421053 2933.402060
473684 3054.341459
526316 3161.057285
578947 3269.606030
631579 3363.220740
684210 3459.852534
736842 3556.229185
789473 3636.777642
842105 3713.376245
894736 3783.325838
947368 3855.159831
1000000 3918.623092
