Episode CumulativeRegret
1 0.001613
52632 435.616596
105264 890.160558
157895 1101.138415
210527 1298.538841
263158 1461.861239
315790 1609.075668
368421 1746.781546
421053 1878.555268
473684 1995.836098
526316 2113.453882
578947 2210.285279
631579 2302.134560
684210 2388.698106
736842 2468.129066
789473 2546.907870
842105 2614.069411
894736 2693.044335
947368 2752.678296
1000000 2806.112726
