Episode CumulativeRegret
1 0.113285
52632 1441.364645
105264 1816.170195
157895 2077.330950
210527 2310.628050
263158 2496.493346
315790 2653.619814
368421 2796.769658
421053 2929.108070
473684 3051.351960
526316 3171.920666
578947 3290.747329
631579 3393.195010
684210 3489.911327
736842 3575.174519
789473 3665.789237
842105 3761.352287
894736 3837.118581
947368 3918.986355
1000000 4001.000350
