Episode CumulativeRegret
1 0.113285
52632 1490.963527
105264 1980.730067
157895 2323.434990
210527 2612.309331
263158 2876.607216
315790 3111.033503
368421 3323.391263
421053 3538.142556
473684 3748.147783
526316 3956.141909
578947 4154.653903
631579 4355.774752
684210 4538.085560
736842 4723.841371
789473 4907.889866
842105 5090.807994
894736 5269.413535
947368 5444.182570
1000000 5614.273826
