Episode CumulativeRegret
1 0.101876
52632 1996.287415
105264 3032.956723
157895 3856.754286
210527 4575.937161
263158 5225.462982
315790 5816.332585
368421 6357.779820
421053 6874.785032
473684 7345.324786
526316 7821.803453
578947 8281.203873
631579 8690.907122
684210 9117.298401
736842 9486.645860
789473 9867.533762
842105 10245.925578
894736 10581.506383
947368 10911.684579
1000000 11251.692865
