Episode CumulativeRegret
1 0.113285
52632 1470.837355
105264 1891.680835
157895 2175.598021
210527 2386.688531
263158 2586.393944
315790 2769.936485
368421 2939.311473
421053 3075.483141
473684 3202.778669
526316 3317.341604
578947 3430.107919
631579 3536.241295
684210 3646.327581
736842 3755.236492
789473 3849.012036
842105 3945.884218
894736 4040.244238
947368 4138.728965
1000000 4232.295570
