Episode CumulativeRegret
1 0.001239
52632 963.163699
105264 1598.542299
157895 2041.929780
210527 2252.883418
263158 2443.810241
315790 2616.503974
368421 2786.826563
421053 2932.989728
473684 3073.909290
526316 3204.129555
578947 3321.229298
631579 3456.450605
684210 3569.038888
736842 3670.355130
789473 3780.917990
842105 3882.324011
894736 3974.535336
947368 4068.668357
1000000 4170.898263
