Episode CumulativeRegret StdDev
1 0.005562 0.000000
5026 63.485250 2.480011
10051 143.642175 8.704132
15076 232.827384 15.164369
20101 316.907513 20.729219
25126 397.857541 11.762899
30151 466.304883 14.648099
35176 536.824181 19.196604
40201 605.876742 23.987555
45227 664.330860 18.761668
50252 717.531741 14.326770
55277 766.921414 17.711600
60302 812.202260 17.212479
65327 860.897416 21.806420
70352 905.330905 18.642317
75377 950.688299 25.934611
80402 995.309052 28.960765
85428 1036.142275 33.001868
90453 1079.808697 41.427164
95478 1115.697197 39.687919
100503 1145.966798 42.255620
105528 1184.585469 48.523543
110553 1217.907794 49.312637
115578 1253.154155 48.843798
120603 1292.475984 43.175127
125629 1318.370383 44.867097
130654 1355.024821 49.698774
135679 1387.044810 44.279933
140704 1418.997504 39.358625
145729 1446.140852 39.932693
150754 1469.849452 37.717843
155779 1498.026165 43.081004
160804 1530.582045 38.329402
165829 1557.807698 39.032825
170855 1585.089280 38.433179
175880 1610.677270 39.596689
180905 1635.830941 41.985856
185930 1663.464291 41.861725
190955 1688.407285 38.848502
195980 1720.005229 43.854471
201005 1745.070224 38.343845
206030 1766.205514 39.751876
211056 1797.176531 47.085982
216081 1821.278969 47.944859
221106 1845.579797 47.714780
226131 1870.691213 42.810384
231156 1896.709882 43.404075
236181 1917.956037 41.871292
241206 1938.545872 41.504427
246231 1963.244007 43.213872
251257 1988.202175 45.186195
256282 2012.071859 46.050337
261307 2032.911469 46.763995
266332 2056.941132 50.227744
271357 2081.524453 51.606533
276382 2104.987268 51.672023
281407 2129.077466 54.729384
286432 2150.436204 53.172890
291457 2171.487908 52.230471
296483 2192.169287 51.766155
301508 2215.314898 51.235685
306533 2236.969084 53.537302
311558 2261.051416 53.326843
316583 2282.608387 51.994434
321608 2308.406705 44.193606
326633 2332.591191 44.928634
331658 2351.915432 43.747314
336684 2370.854368 43.132314
341709 2391.798903 45.695103
346734 2411.837597 46.169630
351759 2433.347091 49.206039
356784 2451.517052 48.681965
361809 2472.387509 50.149481
366834 2493.930865 52.238055
371859 2515.407354 52.371538
376885 2534.996494 52.066312
381910 2555.617585 50.437559
386935 2576.732602 53.977562
391960 2600.638349 53.317510
396985 2620.824579 53.286605
402010 2640.173949 52.013183
407035 2658.456864 49.734167
412060 2678.109239 49.383041
417086 2700.594297 52.751679
422111 2719.063524 52.076568
427136 2740.072255 52.700769
432161 2757.708252 52.072168
437186 2774.559383 51.754899
442211 2794.385732 51.120134
447236 2811.492693 50.534382
452261 2835.520535 44.285393
457286 2853.305743 44.578072
462312 2871.343948 44.517515
467337 2891.644304 45.384703
472362 2911.504097 46.409366
477387 2929.863537 45.935676
482412 2948.580678 46.329522
487437 2966.834081 46.876496
492462 2984.152188 45.644218
497487 3003.072347 45.504580
502513 3022.967885 44.991806
507538 3041.369208 44.634455
512563 3060.151049 41.499226
517588 3079.378628 41.293722
522613 3096.805108 41.212272
527638 3114.105803 41.776878
532663 3134.021443 37.331534
537688 3153.697201 39.221100
542714 3173.790688 41.062592
547739 3190.917582 40.593213
552764 3215.077915 39.251786
557789 3236.053252 39.525102
562814 3256.558522 39.532451
567839 3273.100459 38.917639
572864 3290.951245 38.653806
577889 3307.804273 38.540178
582914 3330.273344 40.424033
587940 3351.005000 42.766204
592965 3370.791414 42.973803
597990 3387.833115 43.495463
603015 3407.054232 40.175453
608040 3425.487759 39.673738
613065 3442.042449 39.016118
618090 3466.329383 47.411574
623115 3488.630571 48.413632
628141 3506.151573 47.725655
633166 3526.750262 49.894112
638191 3544.465547 51.254154
643216 3563.793855 51.248469
648241 3581.686881 53.260692
653266 3599.426835 53.882216
658291 3615.578999 53.722797
663316 3632.190136 54.613946
668342 3648.621196 55.962840
673367 3664.466732 55.639408
678392 3682.421159 55.078538
683417 3699.902312 53.962271
688442 3719.116721 53.327578
693467 3739.677283 54.155578
698492 3756.837016 54.450817
703517 3776.066044 55.428334
708543 3791.984176 55.565824
713568 3808.519707 55.586298
718593 3826.554448 55.840222
723618 3846.379307 51.308052
728643 3863.552200 52.276904
733668 3879.870844 53.343122
738693 3898.020863 54.154554
743718 3915.205199 52.911263
748743 3934.658349 53.664723
753769 3951.043305 52.189049
758794 3966.658485 50.385707
763819 3983.852688 49.684727
768844 4002.928631 51.529069
773869 4019.781005 52.812883
778894 4036.737361 52.146435
783919 4053.168432 52.241967
788944 4068.261636 51.511005
793970 4084.884198 51.694110
798995 4102.061430 53.237154
804020 4120.980830 53.711122
809045 4136.204053 55.358584
814070 4150.288749 54.400681
819095 4168.793364 58.358735
824120 4186.286172 56.866332
829145 4204.444209 55.158114
834171 4220.993988 55.683303
839196 4238.447873 56.034466
844221 4254.920829 55.518020
849246 4272.258509 55.740132
854271 4289.034288 53.810660
859296 4304.413966 53.376528
864321 4322.140322 54.012067
869346 4341.980962 50.269791
874371 4360.336326 52.084459
879397 4376.035100 51.408394
884422 4391.187920 53.231210
889447 4408.235966 53.907414
894472 4425.140317 53.381299
899497 4440.450459 52.684860
904522 4457.999436 53.398909
909547 4475.361325 55.379045
914572 4495.048090 55.228831
919598 4511.892111 57.279119
924623 4531.523795 63.905079
929648 4548.414197 63.841467
934673 4566.056110 61.747992
939698 4582.934676 61.965957
944723 4598.855317 61.048691
949748 4614.999138 61.953306
954773 4631.617100 62.108675
959799 4648.113459 63.583537
964824 4663.371178 62.611990
969849 4679.067255 62.081672
974874 4696.320225 62.699774
979899 4713.955559 60.266592
984924 4730.872869 61.046160
989949 4746.547278 63.736725
994974 4763.829549 64.919379
1000000 4779.369393 64.573117
